GeneId,GeneSym,mRNA concentrationa in AU/µg DCW at µ=0.10 h-1,mRNA concentrationa in AU/µg DCW at µ=0.20 h-1,mRNA concentrationa in AU/µg DCW at µ=0.40 h-1,mRNA concentrationa in AU/µg DCW at µ=0.63 h-1,mRNA half-lifea in min at µ=0.10 h-1,mRNA half-lifea in min at µ=0.20 h-1,mRNA half-lifea in min at µ=0.40 h-1,mRNA half-lifea in min at µ=0.63 h-1,Gene in Operonb?,Number of genes in operonb,Position in operonb,Gene is essentialc? ,COGd,Cell location of gene productd,length of ORFe in bp,%GC of ORF,length of 5'UTRf in bp,%GC of 5'UTR,length of ORF+5'UTR in bp,%GC of ORF+5'UTR,CAI of ORF,Protein with signal peptided?
b4130,yjdL,119.94,184.54,210.63,358.17,15.12,8.96,9.84,6.26,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1458,0.51,NA,NA,NA,NA,0.34,No
b4135,yjdC,4637.52,3362.65,5318.12,5867.52,2.54,3.34,3.39,3.39,Yes,2,2,No,[K] Transcription,Cytoplasmic,576,0.53,22,0.5,598,0.53,0.41,No
b4136,dsbD,899.58,1202.8,2020.53,2762.73,4.08,3.04,2.29,2.26,Yes,2,1,No,[C] Energy production and conversion,Integral Membrane Protein,1698,0.54,NA,NA,NA,NA,0.35,No
b4137,cutA,1806.74,2008.46,3561.31,5072.78,2.88,2.38,1.93,1.7,No,1,NA,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,339,0.5,373,0.56,712,0.53,0.37,No
b4138,dcuA,6456.94,9199.82,14031.15,12889.31,4.51,7.99,7.76,2.7,Yes,2,2,No,[R] General function prediction only,Integral Membrane Protein,1302,0.53,178,0.37,1480,0.51,0.59,No
b4139,aspA,3814.74,3990.42,2804.72,1345.58,2.58,2.2,2.91,3.32,Yes,2,1,No,NA,Cytoplasmic,1437,0.49,104,0.4,1541,0.49,0.67,No
b4140,fxsA,363.41,555.8,679.93,588.53,7.03,5.08,4.9,4.52,No,1,NA,No,[R] General function prediction only,Integral Membrane Protein,477,0.47,NA,NA,NA,NA,0.33,No
b4141,yjeH,514.26,815.52,998.93,1754.53,5.62,3.7,3.16,2.61,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1257,0.52,43,0.53,1300,0.52,0.29,No
b4142,groS,14651.83,23099.49,27618.18,40712.43,3.48,4.29,4.29,4.86,Yes,2,1,Yes,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,294,0.49,72,0.51,366,0.49,0.59,No
b4143,groL,20868.87,29561.02,42040.15,47850.8,3.48,4.87,4.65,5.34,Yes,2,2,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,1647,0.53,323,0.48,1970,0.52,0.8,No
b4144,yjeI,2840.82,4155.24,4358.94,4163.73,2.57,2.02,1.96,1.95,No,1,NA,No,NA,Outer membrane Lipoprotein,354,0.55,500,0.53,854,0.54,0.42,No
b4146,yjeK,553.03,1067.68,1310.37,1690.17,5.41,3.18,2.64,2.52,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1029,0.53,369,0.47,1398,0.51,0.37,No
b4147,efp,6513.08,10262.54,17351.29,23320.88,2.32,1.67,1.29,1.56,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,567,0.49,44,0.39,611,0.49,0.73,No
b4148,sugE,94.14,105.34,139.65,180.54,17.63,13.65,15.71,12.33,No,1,NA,No,NA,Integral Membrane Protein,318,0.53,76,0.58,394,0.54,0.33,No
b4149,blc,2209.76,1330.85,1581.84,1900.18,3.01,3.09,3.02,2.54,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Outer membrane Lipoprotein,534,0.53,24,0.25,558,0.52,0.41,No
b4150,ampC,602.71,1067.22,1484.44,2335.58,5.05,3.21,2.7,2.36,No,1,NA,No,[V] Defense mechanisms,Periplasmic,1134,0.5,NA,NA,NA,NA,0.33,Yes
b4151,frdD,549.05,600,648.26,442.73,5.04,5.11,6.34,6.72,Yes,4,4,No,[C] Energy production and conversion,Integral Membrane Protein,360,0.54,NA,NA,NA,NA,0.54,No
b4152,frdC,813.3,791.89,1011.93,392.66,4.16,4.4,4.72,6.64,Yes,4,3,No,[C] Energy production and conversion,Integral Membrane Protein,396,0.49,NA,NA,NA,NA,0.48,No
b4153,frdB,1599.04,2093.14,1991.57,941.25,3.06,2.81,3.54,3.86,Yes,4,2,No,[C] Energy production and conversion,Cytoplasmic,735,0.54,NA,NA,NA,NA,0.61,No
b4154,frdA,6212.95,4664.79,5556.01,2985.57,2.34,2.23,2.62,2.52,Yes,4,1,No,[C] Energy production and conversion,Periplasmic,1809,0.56,96,0.46,1905,0.56,0.61,No
b4155,yjeA,689.54,1309.37,1414.46,1679.29,5.08,3.31,2.92,3.31,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,978,0.53,144,0.42,1122,0.51,0.39,No
b4156,yjeM,96.74,160.04,175.67,189.71,17.34,10.02,9.48,11.09,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1503,0.47,470,0.48,1973,0.47,0.33,No
b4158,yjeO,158.95,198.53,305.63,385.48,12.57,10.4,9.77,7.96,Yes,2,2,No,NA,Integral Membrane Protein,315,0.48,NA,NA,NA,NA,0.35,No
b4159,yjeP,551.59,591.61,1005.71,1087.59,4.78,4.17,3.71,3.28,Yes,2,2,No,[M] Cell wall/membrane/envelope biogenesis,Integral Membrane Protein,3324,0.56,688,0.55,4012,0.56,0.38,No
b4160,psd,5772.48,8371.51,10472.6,10813.76,2.4,1.82,1.55,1.4,Yes,2,1,Yes,[I] Lipid transport and metabolism,Cytoplasmic,969,0.53,79,0.52,1048,0.53,0.5,No
b4161,rsgA,1870.72,2829.95,4414.14,5148.85,3.01,1.99,1.74,1.67,No,1,NA,No,NA,Cytoplasmic,1053,0.54,80,0.45,1133,0.53,0.46,No
b4162,orn,457.5,757.74,1026.86,1233,5.92,4.47,4.04,3.72,No,1,NA,Yes,NA,Cytoplasmic,546,0.54,NA,NA,NA,NA,0.47,No
b4166,yjeS,203.72,299.51,389.14,544.48,10.7,6.64,6.48,5.55,No,1,NA,No,[C] Energy production and conversion,Cytoplasmic,1140,0.53,25,0.4,1165,0.52,0.33,No
b4167,yjeF,2178.97,1473.93,2133.88,2176.54,2.94,3,2.61,2.32,Yes,9,1,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1548,0.57,129,0.52,1677,0.57,0.36,No
b4168,yjeE,1753.99,1906.9,3258.13,3921.28,3.03,2.47,2.06,1.83,Yes,9,2,Yes,[R] General function prediction only,Cytoplasmic,462,0.52,407,0.58,869,0.55,0.34,No
b4169,amiB,817.26,1061.23,1887.78,2188.34,4.09,3.09,2.5,2.36,Yes,9,3,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,1338,0.55,NA,NA,NA,NA,0.37,Yes
b4170,mutL,370.61,613.37,771.86,819.67,6.14,3.88,3.99,3.7,Yes,9,4,No,"[L] Replication, recombination and repair",Cytoplasmic,1848,0.56,312,0.54,2160,0.56,0.39,No
b4171,miaA,10178.61,12591.41,17540.5,19882.57,2.15,2.33,2.41,1.57,Yes,9,5,No,"[J] Translation, ribosomal structure and biogenesis",Periplasmic,951,0.53,200,0.52,1151,0.53,0.3,No
b4172,hfq,3424.84,4215.11,6212.51,8086.02,2.48,2.08,1.92,1.51,Yes,9,6,No,[R] General function prediction only,Cytoplasmic,309,0.49,487,0.5,796,0.49,0.51,No
b4173,hflX,2353.3,3847.55,6694.86,9249.9,2.73,1.96,1.73,1.42,Yes,9,7,No,[R] General function prediction only,Cytoplasmic,1281,0.54,362,0.5,1643,0.53,0.4,No
b4174,hflK,8383.19,11281.74,23310.85,22378.78,1.97,1.73,1.62,1.46,Yes,9,8,No,"[O] Posttranslational modification, protein turnover, chaperones",Membrane Anchored,1260,0.56,667,0.53,1927,0.55,0.52,No
b4175,hflC,4650.43,7767.32,13660.97,13435.39,2.25,1.96,1.76,1.66,Yes,9,9,No,"[O] Posttranslational modification, protein turnover, chaperones",Membrane Anchored,1005,0.53,605,0.56,1610,0.54,0.58,No
b4177,purA,8441.2,12226.26,26061.12,27351.9,2.64,3.09,2.65,4.61,No,1,NA,No,[F] Nucleotide transport and metabolism,Cytoplasmic,1299,0.54,22,0.32,1321,0.54,0.67,No
b4178,nsrR,360.14,638.3,865.95,1797.82,6.51,4.12,3.75,2.72,Yes,5,1,No,[K] Transcription,Cytoplasmic,426,0.48,143,0.4,569,0.46,0.29,No
b4179,rnr,2468.85,4477.84,6339.31,7235.45,3.06,3.36,3.89,1.99,Yes,5,2,No,NA,Cytoplasmic,2442,0.55,453,0.48,2895,0.54,0.53,No
b4180,rlmB,347.91,665.49,913.97,869.92,6.77,4.54,4.54,4.26,Yes,5,3,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,732,0.56,NA,NA,NA,NA,0.47,No
b4187,aidB,946.91,577.69,839.46,1021.45,4.01,5.18,4.36,3.81,No,1,NA,No,NA,Cytoplasmic,1626,0.54,NA,NA,NA,NA,0.32,No
b4188,yjfN,770.99,332.1,249.22,196.27,4.59,7.09,10.48,9.65,No,1,NA,No,NA,Periplasmic,276,0.51,78,0.55,354,0.52,0.35,Yes
b4189,bsmA,1783.14,846.75,629.91,692.09,3.29,4.37,5.74,4.47,No,1,NA,No,NA,Outer membrane Lipoprotein,330,0.49,266,0.42,596,0.46,0.3,Yes
b4190,yjfP,457.34,562.05,851.31,869.41,6.37,4.74,4.15,3.83,No,1,NA,No,[R] General function prediction only,Cytoplasmic,750,0.53,15,0.4,765,0.53,0.29,No
b4192,ulaG,209.83,272.04,430.23,470.73,10.03,7.56,6.22,6.7,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1065,0.52,572,0.4,1637,0.48,0.58,No
b4193,ulaA,556.22,375.08,365.74,156.19,4.94,5.43,7.52,11.6,Yes,6,1,No,NA,Integral Membrane Protein,1398,0.53,NA,NA,NA,NA,0.5,No
b4194,ulaB,1103.51,715.84,917.93,661.66,3.93,4.88,5.74,6.58,Yes,6,2,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,306,0.51,NA,NA,NA,NA,0.51,No
b4195,ulaC,1283.69,883.07,1449.35,921.05,3.98,5.26,5.57,6.87,Yes,6,3,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,465,0.54,NA,NA,NA,NA,0.58,No
b4196,ulaD,940.9,856.87,1279.53,747.24,4.26,4.85,4.59,6.01,Yes,6,4,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,651,0.57,NA,NA,NA,NA,0.56,No
b4197,ulaE,652.41,959.78,1021.36,466.65,5.18,4.52,4.87,8,Yes,6,5,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,855,0.57,NA,NA,NA,NA,0.46,No
b4198,ulaF,1370.35,1642.99,2330.48,1168.41,3.88,4.04,3.79,4.59,Yes,6,6,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,687,0.57,NA,NA,NA,NA,0.43,No
b4200,rpsF,23767.39,32010,63468.7,75333.65,6.5,5.8,6.2,2.56,Yes,4,1,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,396,0.53,93,0.53,489,0.53,0.74,No
b4201,priB,23752.04,35404.45,61871.41,78144.63,6.48,6.57,6.84,2.7,Yes,4,2,No,"[L] Replication, recombination and repair",Cytoplasmic,315,0.52,353,0.53,668,0.53,0.28,No
b4202,rpsR,9155.35,17705.02,34927.22,42845.94,4.97,4.99,4.76,2.1,Yes,4,3,Yes,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,228,0.53,33,0.36,261,0.51,0.73,No
b4203,rplI,422.09,921.29,1796.82,2033.09,8.65,5.55,4.74,2.87,Yes,4,4,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,450,0.5,230,0.51,680,0.5,0.77,No
b4206,ytfB,2499.19,3316.08,3985.49,3681.65,2.82,2.17,1.95,1.99,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Cytoplasmic,639,0.56,102,0.45,741,0.54,0.34,No
b4207,fklB,4685.34,6490.41,12214.94,15976.2,2.45,2.35,2.03,4.89,No,1,NA,No,NA,Cytoplasmic,621,0.56,27,0.33,648,0.55,0.63,No
b4208,cycA,9291.17,8229.59,11751.97,9425.78,2.14,1.98,1.78,3.14,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1413,0.53,84,0.45,1497,0.52,0.36,No
b4209,ytfE,118.94,112.37,146.94,211.84,16.23,12.3,12.34,9.8,No,1,NA,No,"[D] Cell cycle control, cell division, chromosome partitioning",Cytoplasmic,663,0.53,NA,NA,NA,NA,0.55,No
b4210,ytfF,185.3,249.69,320.26,316.93,10.53,7.5,6.98,8.24,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,975,0.55,53,0.47,1028,0.55,0.3,No
b4211,qorB,605.94,797.93,1170.1,1110.69,5.48,4.76,4.35,4.65,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,861,0.54,28,0.46,889,0.54,0.44,No
b4212,ytfH,200.17,289.24,358.87,427.59,12.25,11.08,9.31,8.86,No,1,NA,No,NA,Cytoplasmic,381,0.56,NA,NA,NA,NA,0.34,No
b4213,cpdB,4703.16,7613.95,6319.25,5456.23,2.54,2.75,2.85,3.81,No,1,NA,No,[F] Nucleotide transport and metabolism,Periplasmic,1944,0.49,194,0.38,2138,0.48,0.42,Yes
b4214,cysQ,1443.82,1674.41,1864.49,2124.52,4.77,4.36,4,3.04,No,1,NA,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,741,0.55,188,0.38,929,0.52,0.47,No
b4216,ytfJ,1857.52,1448,824.13,442.05,5,5.05,6.4,7.28,No,1,NA,No,[R] General function prediction only,Periplasmic,555,0.52,48,0.48,603,0.52,0.39,Yes
b4218,ytfL,517.17,718.98,1144.48,1248.99,5.57,4.05,2.99,3.05,No,1,NA,No,[R] General function prediction only,Integral Membrane Protein,1344,0.51,104,0.42,1448,0.5,0.47,No
b4219,msrA,3679.82,3506.48,5666.59,6464.95,3.15,3.44,3.06,2.66,No,1,NA,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,639,0.54,229,0.41,868,0.51,0.39,No
b4220,ytfM,616.52,1403.36,1765.33,2450.72,4.74,2.82,2.41,2.2,Yes,3,1,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,1734,0.53,309,0.45,2043,0.52,0.41,No
b4221,ytfN,949.68,1497.11,2176.3,2489.77,3.62,2.76,2.73,2.16,Yes,3,2,No,[S] Function unknown,Membrane Anchored,3780,0.55,NA,NA,NA,NA,0.4,No
b4222,ytfP,952.42,1221.09,2060.88,1725.44,3.92,3.25,2.67,2.75,Yes,3,3,No,[S] Function unknown,Cytoplasmic,342,0.51,232,0.5,574,0.51,0.29,No
b4224,chpS,1069.86,875.59,1206.89,1435.5,4.01,3.76,3.77,3.32,Yes,2,1,Yes,[T] Signal transduction mechanisms,Cytoplasmic,252,0.5,318,0.46,570,0.48,0.32,No
b4225,chpB,1330.36,1330.27,1601.1,1493.78,3.41,2.97,2.97,2.87,Yes,2,2,No,[T] Signal transduction mechanisms,Cytoplasmic,351,0.54,NA,NA,NA,NA,0.29,No
b4226,ppa,5379.85,9675.83,14124.72,20339.25,2.32,1.88,1.66,1.53,No,1,NA,Yes,[C] Energy production and conversion,Cytoplasmic,531,0.51,34,0.32,565,0.5,0.72,No
b4232,fbp,4532.08,4745.24,8945.11,12177.59,2.41,1.99,1.8,1.88,No,1,NA,No,[G] Carbohydrate transport and metabolism,Unknown,999,0.51,37,0.41,1036,0.51,0.54,No
b4233,mpl,1935.87,3664.56,5732.83,5948.91,3.05,2.05,1.63,1.68,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,1374,0.55,23,0.3,1397,0.55,0.49,No
b4234,yjgA,867.13,961.69,1433.46,1670.98,5.7,5.11,4.09,3.22,No,1,NA,No,[S] Function unknown,Cytoplasmic,552,0.53,84,0.4,636,0.51,0.49,No
b4235,pmbA,2016.31,2584.1,4827.83,7390.74,3.06,2.25,1.61,1.48,No,1,NA,No,[R] General function prediction only,Unknown,1353,0.54,522,0.51,1875,0.53,0.42,No
b4236,cybC,239.32,268.57,351.05,510.11,8.79,7.1,7.34,4.98,No,1,NA,No,NA,Periplasmic,303,0.5,510,0.49,813,0.49,0.49,No
b4237,nrdG,257.16,235.5,323.96,247.74,8.66,8.07,7.33,9.85,Yes,2,2,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,465,0.51,NA,NA,NA,NA,0.46,No
b4238,nrdD,1958.13,1064.67,1501.54,1277.67,3.07,3.42,2.85,3.3,Yes,2,1,No,[F] Nucleotide transport and metabolism,Cytoplasmic,2139,0.54,140,0.48,2279,0.53,0.56,No
b4241,treR,596.69,985.77,1496.02,1457.02,5.28,3.69,2.84,3.2,No,1,NA,No,[K] Transcription,Cytoplasmic,948,0.54,98,0.41,1046,0.53,0.38,No
b4242,mgtA,1045.15,752.96,1388.65,2030.32,3.67,3.98,3.18,2.33,Yes,2,NA,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,2697,0.52,263,0.48,2960,0.52,0.39,No
b4248,yjgH,607.95,427.02,439.65,943.67,6.16,6.23,6.97,5.8,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,396,0.47,112,0.46,508,0.47,0.32,No
b4249,yjgI,105.08,194.9,302.3,299.6,15.66,9.08,7.83,7.83,No,1,NA,No,[I] Lipid transport and metabolism,Cytoplasmic,714,0.54,459,0.46,1173,0.51,0.35,No
b4251,yjgJ,260.55,621.42,542.86,1356.91,8.57,4.78,6.64,3.91,No,1,NA,No,NA,Cytoplasmic,594,0.49,127,0.4,721,0.48,0.35,No
b4252,tabA,158.58,361.99,356.63,708,11.01,6.49,8.61,5.42,No,1,NA,No,NA,Cytoplasmic,453,0.5,33,0.3,486,0.49,0.4,No
b4254,argI,3825.37,3316.4,7712.36,10258.88,2.37,2.31,1.67,1.7,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1005,0.52,576,0.46,1581,0.5,0.42,No
b4255,rraB,2828.64,4813.62,5148.97,7753.57,3.04,2.66,2.6,2.2,No,1,NA,No,[S] Function unknown,Cytoplasmic,417,0.49,28,0.5,445,0.49,0.57,No
b4256,yjgM,540.66,915.62,985.46,1352.07,5.66,4.09,3.49,3.33,No,1,NA,No,NA,Cytoplasmic,504,0.52,30,0.17,534,0.5,0.36,No
b4258,valS,4262.36,8360.42,13817.21,13997.03,2.3,1.72,1.56,1.5,Yes,2,2,Yes,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,2856,0.55,88,0.49,2944,0.54,0.67,No
b4259,holC,730.32,1086.15,2237.18,2980.04,4.17,2.78,2.3,2.03,Yes,2,1,No,"[L] Replication, recombination and repair",Cytoplasmic,444,0.54,688,0.56,1132,0.55,0.42,No
b4260,pepA,4218.13,5348.99,9079.28,10293.25,2.27,1.79,1.6,1.47,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1512,0.55,185,0.44,1697,0.54,0.47,No
b4261,lptF,1778.03,2505.79,4379.85,5563.04,3.14,2.29,1.7,1.64,Yes,2,1,Yes,[R] General function prediction only,Integral Membrane Protein,1101,0.55,96,0.39,1197,0.53,0.37,No
b4262,lptG,2059.71,2733.81,4299.78,5121.8,3.24,2.58,1.91,1.66,Yes,2,2,Yes,NA,Integral Membrane Protein,1083,0.54,120,0.57,1203,0.55,0.44,No
b4263,yjgR,4775.45,3245.82,4661.4,5776.19,2.46,2.34,2.02,2.28,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1503,0.54,20,0.45,1523,0.54,0.33,No
b4264,idnR,274.15,659.7,613.82,1009.39,7.44,3.83,4.13,3.3,Yes,4,4,No,[K] Transcription,Cytoplasmic,999,0.47,431,0.51,1430,0.48,0.32,No
b4265,idnT,281.21,313.98,327.33,300.7,8.61,8.04,9.4,10.85,Yes,4,3,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1320,0.51,392,0.54,1712,0.51,0.35,No
b4266,idnO,1630.17,1551.72,1084.37,828.77,5.21,6.15,6.91,7.06,Yes,4,2,No,[I] Lipid transport and metabolism,Cytoplasmic,765,0.49,NA,NA,NA,NA,0.43,No
b4267,idnD,2573.34,1893.26,1239.77,920.29,4.67,5.33,7.52,7.19,Yes,4,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1032,0.47,NA,NA,NA,NA,0.36,No
b4269,yjgB,6465.79,2500.88,3669.11,3966.65,5.69,5.81,5.43,5.2,No,1,NA,No,NA,Cytoplasmic,1020,0.56,510,0.47,1530,0.53,0.39,No
b4278,insG,323.62,553.42,620.03,814.48,8.06,5.05,4.8,4.16,No,1,NA,No,"[L] Replication, recombination and repair",Unknown,1329,0.54,26,0.38,1355,0.54,0.3,No
b4287,fecE,387.81,543.46,788.89,1035.81,6.44,5.14,4.69,4.74,Yes,5,5,No,[H] Coenzyme transport and metabolism,Cytoplasmic,768,0.54,180,0.58,948,0.55,0.24,No
b4288,fecD,86.08,149.59,246.62,321.74,20.08,13.05,10.8,8.06,Yes,5,4,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,957,0.6,NA,NA,NA,NA,0.31,No
b4290,fecB,100.19,131.45,285.43,385.89,16.57,10.66,7.94,6.4,Yes,5,2,No,[P] Inorganic ion transport and metabolism,Periplasmic,903,0.58,NA,NA,NA,NA,0.42,Yes
b4291,fecA,222.04,314.41,492.52,854.08,10.52,6.82,5.36,5.33,Yes,5,1,No,[P] Inorganic ion transport and metabolism,Periplasmic,2325,0.59,NA,NA,NA,NA,0.48,Yes
b4293,fecI,453.33,742.2,1177.8,2521.07,5.67,3.74,2.86,2.23,Yes,2,1,No,[K] Transcription,Cytoplasmic,522,0.55,28,0.39,550,0.54,0.34,No
b4294,insA_7,415.69,460.84,504.66,690.34,6.57,5.4,5.52,4.39,No,1,NA,No,NA,Unknown,276,0.53,153,0.46,429,0.51,0.36,No
b4295,yjhU,1696.73,2756.14,3296.3,5325.1,3.06,2.27,1.96,1.75,No,1,NA,No,[K] Transcription,Cytoplasmic,987,0.5,339,0.45,1326,0.49,0.31,No
b4296,yjhF,337.26,409.58,392.55,302.99,8.41,6.63,7.93,10.23,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1350,0.49,577,0.48,1927,0.49,0.33,No
b4297,yjhG,1158.6,1566.86,1609.66,674.68,4.33,4.89,5.06,6.76,Yes,3,3,No,[E] Amino acid transport and metabolism,Cytoplasmic,1968,0.55,NA,NA,NA,NA,0.34,No
b4298,yjhH,876.07,1217.93,1249.79,585.38,4.43,3.59,4.08,6.73,Yes,3,2,No,NA,Cytoplasmic,906,0.53,NA,NA,NA,NA,0.41,No
b4300,sgcR,278.83,228.75,194.45,163.61,7.51,8.67,11.39,11.27,Yes,7,7,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,783,0.5,NA,NA,NA,NA,0.34,No
b4301,sgcE,1053.35,710.27,936.54,783.11,4.04,5.34,5.02,4.05,Yes,7,6,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,633,0.55,NA,NA,NA,NA,0.33,No
b4302,sgcA,979.55,676.91,797.55,800.97,4.58,5.95,6.31,4.97,Yes,7,5,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,432,0.54,NA,NA,NA,NA,0.33,No
b4303,sgcQ,2035.57,648.88,726.72,460.62,4.07,5.05,5.86,6.12,Yes,7,4,No,[R] General function prediction only,Cytoplasmic,807,0.53,NA,NA,NA,NA,0.35,No
b4305,sgcX,4992.61,1405.13,1255.58,586.31,2.46,3.44,4.91,6.43,Yes,7,1,No,NA,Cytoplasmic,1122,0.52,381,0.45,1503,0.5,0.33,No
b4306,yjhP,460.25,628.34,869.82,345.3,8.29,9.43,9.73,8.35,No,1,NA,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,747,0.6,NA,NA,NA,NA,0.35,No
b4307,yjhQ,622.3,776.83,1054.31,546.84,6.29,6.84,8.48,6.11,Yes,2,2,No,[R] General function prediction only,Cytoplasmic,546,0.55,NA,NA,NA,NA,0.26,No
b4312,fimB,140.33,1447.94,646.17,4839.53,11.47,4.18,8.55,2.61,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,603,0.43,NA,NA,NA,NA,0.25,No
b4313,fimE,41.9,150.98,96.4,227.73,30.11,9.77,23.34,16.9,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,597,0.47,NA,NA,NA,NA,0.29,No
b4315,fimI,4071.22,14473.53,19086.52,30937.8,2.35,1.36,1.17,1.03,Yes,7,2,No,[N] Cell motility,Periplasmic,540,0.49,105,0.5,645,0.49,0.25,Yes
b4321,gntP,1471.54,1691.4,1938.2,526.23,3.48,2.83,2.94,5.76,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1344,0.53,NA,NA,NA,NA,0.46,No
b4322,uxuA,5086.99,3726.26,3725.65,2487.92,2.67,2.53,2.71,2.9,Yes,2,1,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1185,0.54,NA,NA,NA,NA,0.69,No
b4323,uxuB,3121.39,2436.19,2732.91,1646.8,3.21,3.1,3.37,4.06,Yes,2,2,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1461,0.58,NA,NA,NA,NA,0.57,No
b4324,uxuR,1057.1,1403.42,1782.68,1801.39,4.02,3.26,2.61,3.05,No,1,NA,No,[K] Transcription,Cytoplasmic,774,0.54,96,0.54,870,0.54,0.43,No
b4326,iraD,131.84,171.86,173.68,217.07,12.99,10.21,12.82,9.4,No,1,NA,No,NA,Cytoplasmic,393,0.49,137,0.48,530,0.49,0.3,No
b4327,qseD,482.14,884.34,1431.78,2128.24,5.37,3.3,2.66,2.41,No,1,NA,No,[K] Transcription,Cytoplasmic,912,0.51,26,0.5,938,0.51,0.37,No
b4328,iadA,1170.31,2322.96,4742.03,4766.27,3.7,2.48,1.89,2.74,Yes,3,3,No,NA,Cytoplasmic,1173,0.57,120,0.48,1293,0.56,0.46,No
b4329,yjiG,932.95,1363.72,3502.64,3817.58,3.88,2.73,1.92,2.45,Yes,3,2,No,[S] Function unknown,Integral Membrane Protein,462,0.53,NA,NA,NA,NA,0.36,No
b4330,yjiH,824.54,1500.28,2908.53,2949.47,4.02,2.46,1.86,2.46,Yes,3,1,No,[S] Function unknown,Integral Membrane Protein,684,0.53,686,0.47,1370,0.5,0.34,No
b4333,yjiK,87.64,151.43,131.41,229.37,17.09,9.69,16.1,9.23,No,1,NA,No,[S] Function unknown,Membrane Anchored,969,0.43,NA,NA,NA,NA,0.34,No
b4334,yjiL,1027.53,988.95,1257.87,446.23,3.9,3.43,3.41,6.25,Yes,2,2,No,[I] Lipid transport and metabolism,Cytoplasmic,768,0.57,142,0.52,910,0.56,0.34,No
b4335,yjiM,7139.88,6007.48,7328.63,2254.3,2.17,1.9,1.97,2.44,Yes,2,1,No,NA,Cytoplasmic,1152,0.54,184,0.42,1336,0.52,0.45,No
b4336,yjiN,106.07,105.98,162.43,200.44,14.75,11.63,11.26,8.2,Yes,2,2,No,[S] Function unknown,Integral Membrane Protein,1281,0.53,0,0,1281,0.53,0.34,No
b4337,mdtM,139.89,182.86,280.5,268.11,11.99,10.15,7.81,10.71,Yes,2,1,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1233,0.54,368,0.42,1601,0.51,0.33,No
